ID,Target,text_length,length_bin,fold
kcSwAD4Du7Y28zD3,causes and consideracons me thereunto moveinge and more especially for,70,3,2
2YTTFF2An3JY8oX8,his Wife ( Administratrix of d Singular the Goods and,53,1,1
MXZrpYSpDd7lBxCH,And Reversions remainder and remainders of all and Singuler,59,2,0
XHjtzIvq24L5kUFQ,load of the said ship in money sugar or other goods the said,60,2,1
GWq728X2oFCfrZbm,Holdipp and Capt Rich Holdipp their heires executors,52,1,1
4yFnuUaEJWfVdQFl,To have hold occupy enjoy and posses the same to him his heyres,63,2,2
Clt9zeMgR0MX0yuF,heires exers and assignes forever and for the pformance he binds himselfe in the,80,4,4
V1BsWESiUlUXL607,aforesaid articles above specified Then that these p'sents to be voyd and,73,3,2
XPY28ckUybV2lHPt,or either of them or any Claimeing any title by from,52,1,0
0XlNQGqkURv7DMLe,and all other the estate w^tsoever which were parcell of and belonging to the said,82,4,4
h6OV8RYb477Elahf,Thomas Cooper of ye Citty of London March^t: ^ sendeth greeting in our,70,3,3
9V044ZsNKfuoC0cp,To all Expian people to whome theis prsents shall come greetinge in o^r,71,3,0
nIn82gLotIW9KfJ5,By this publique act and Instrument of protest be it known,58,1,3
09ZWIIhy3aQm4xZp,administrato:^rs of the Estate of James: White Esq:^r,53,1,0
cfbIMzPvsAYgkuoz,30^th of May 1654 personally appeared before me and did,55,1,4
28i5Fm0YKNEqhvMj,Comander of the ship called the Thomas William of,49,0,2
N4zbOHsgUSwRJXv4,order and direct of y^e same either by herselfe or any other whom-,66,3,3
OPirApb1YBhVAi22,Knowe all all men by theis prsents that I James Percell,55,1,0
fLTAHKXSZVoSfpxa,truly deliver unto M^r Francis Smith or his assignes the just some of five,74,4,0
gKVCQDEsIBDxNx98,guifts grantes due debts and demands whatsoever which formerly,62,2,0
dp8j5O7gsxdwD6y4,man servant foure breeding sowes with divs other meassaiges hereunder,69,3,1
I3fk5Kh0yowPdtXK,Grant bargain and absolutley sell to the above said Hugh Bayliff,64,2,3
OukUe5SC1KVcOYb3,Assignses at and Imediately after the end and deter,51,1,3
vQKErCCBwyXuL5cE,his hand the Eleaventh day of October in the yeare of our,57,1,0
rat7Ymfb6NaDEgQJ,"Cor leg, at the suit of the item Honu^rble Collo.^ll Edwyn Stede, and Stephen Gascoigne Esq^r",93,4,4
NWgPy4CJ74OCuVS7,Thomas :Wiltshire his Executo^rs admi:strators an,49,0,4
gKgjPAdqSUIwVHKA,with - a petiton thereunto annexed the tenure,45,0,0
0od9CY9Q4CKZMFue,safty amen Dated in barbados the 30:^th July 1692,49,0,2
Kcfai33Zzonq7N1i,Therefrom Exonerate acquitt and discharge . Haue demised,56,1,1
oLRXuIDPQmX0K7w5,all timber trees lyinge growinge or being on the sd plantacon wth all ~,71,3,4
fswCOIGD9ZW6cSPC,"woods, groves, timber or timbe trees easements, profitts, comodities",68,3,0
3dH4nxyz4Mf03Wby,& assignes from the day of the date hereof forever without any cause,68,3,3
kM0IDYRoPHBYRrcd,then Thomas Barr formerly German he now,39,0,4
bP7FUhvfg8zKS8Ry,Shal be made by the foresaid p'ties w^th helpe of the fores'd Langline,70,3,4
avXiOqkVCJTBJahe,in any wise belonging appertaining or with the same,51,1,2
U9msClRel9lVGhyc,pretending any right title or interest therein - Further it is granted by me Edward,83,4,2
2jqpwJ9AfFAIkk8u,land of Nicho: Barefoute Marmaduke Farnall and Tho Martin to the,64,2,1
2Am6SzvKFlFzDBHF,premisses before granted expecting what is before,49,0,0
qZkZtKxZAlK0hE6Q,of good merchantable muscovado sugar uppon or before the,56,1,3
BSeyiWakHVhkmC3h,west to the Edge of a greate Rock Leward of a mighty River concluding in,72,3,3
BpxlqhpP8bjTlZ7H,their heires and Seales the day and yeare first above written,61,2,1
SmPrS72Ia4Wc4jjQ,"that he might have a sight of it but ye dept ,, all _",53,1,1
UreeKX6RvvBrbK7Q,personally appeared in the Secretarys office of this Island before,66,3,0
ng2CmSayzl1LnQ9P,of one Acre of wood Land in a place known or called the Valley,62,2,2
qM5q4bWpR7YWPR6N,severall Judgement & Execution thereon in y^e name of y^e s^d S^r Jn^o Maynard of,81,4,4
TaMBRpw36g11RuNe,Lawfull to and for the said henry Harvey his,44,0,2
Na07mYk5z0FgrLsN,wch hereafter shall or may hereon come growe increase accrew or be or,69,3,0
eTzOlLZJQ8FcZkvj,And Interest of in and to all and Singullar the Lands,53,1,2
6mUlAcXaOxTvZNxv,and assignes And for the true pformance of all and every the articles,69,3,2
NEPwl39BHzA7xdIn,hee the said William: James doth acknowledge by these p:^rsen,61,2,1
yatSlFGxSFYZgWdp,the intent that W:^ch the proffitts frome the same ar,53,1,0
7nneMYN2EgZhR2xo,sell alienate enfeoffe & confirme unto him the sd,49,0,1
R37EK4pEtfz52TcG,Thomas Rouse of the same Island Barbados gent of th' other party Witnesseth that the,84,4,0
B91D6rYSd5HRKgkR,of our Lord God one thousand Six hundred Seventy and Six ;,58,1,1
ArnWGhwBhsRRLFHQ,Record 25^th To all Xpian people to whome this prsent writeing shall come Francis Dickinson,91,4,3
fPQsGsRu9rt73mba,"and Sell the Same, unto my Loveing Brother Nic",46,0,1
TXxdUAseaneIteOP,March Anno Dom: one thousand six hundred and Seventy -,54,1,2
bfI2CRQ9fGzmFuMM,the lands of Francis Rainsbury northest and our John Morris and Arthur Warwick,78,4,0
qvCMjoizFerVQIvG,of sugar and one asneko to us in hand paid and delivered,56,1,2
X3OwvQCMDOZbUDMY,"and Freely and cleerly acquitted ,exonorated , and",50,0,0
UJWwVHbmobHAOq0g,informed that the said Codringtons Sloops have madmade any Voya,63,2,4
6ZzbooUinUbLGkhx,~ted~ prmise and grant to and with the said Jon Dobly his heires exers and assignes,83,4,0
GprQFnIiU74KKEpY,either of them or of any other person claiming by from,54,1,1
aptc88H5YsQICiKF,Merch : tobaccoe well made up in wreath & Role to us paid by Ralph Harrison,75,4,0
qXaumRPVuACdVEGM,he take them at eighteen pounds sterling one with an other which,64,2,2
ymqcM0eJYwGawwIV,Anne Carsbrick her heirs Executors administrators whatsoever or,63,2,0
90PHXq5Yks2nSVSh,and equall moiety or halfe part of the said plantation lands and,64,2,1
u66mQQfmqVfCAllI,"or anyway Concerne , That Stephen toller of the Citty of",56,1,3
PGzR1Iv8bh4qlL9q,Sixty and Eight and in the Twentieth year of,44,0,1
D5XSEvJceRvI0r7B,administrators and assignes and doth by these presents fully,60,2,3
Mf9OjERUWYa1AubC,& nowe in the possession of the sd Colonell Woodhouse,53,1,1
39cqDb2KVfedVp0t,will well and truely pay or cause to be paid unto the said,58,1,3
mTTGusap5mALLMvi,1640 - Signed Sealed and delivered in the prsence of,52,1,0
jOkYRBMeyyMDHqJ3,-tages to the same any way belonging or in anywise apper-,57,1,3
LiRXmqiAJmttftK7,syde And in case default shal be made in payment of the said some att the,73,3,1
J5GjDUWzL8Q72EQO,Land wch must be fifty poles in breadth Lying & bounded upon George,67,3,2
Rhv4PHL3WW56dgyP,Plantacon take and possesse those servantes above named withall,63,2,1
2a3w6Toe13fcwRJ8,Land belowe the Rocke to the seaside path in breadth but two,60,2,4
OupQzUicx5r0tMmX,heires executors administrators or assignes.,44,0,4
FdwaNDvtwgaw4Ulz,said heires exers admistrs or such lands grounds houses tenements servantes,75,4,0
CVR2Vu4i90he5kCV,"John Gabbett , Edmund Read , Phillip Pelling",44,0,1
K3wkW2JO57HZNxMr,Scituate & beinge in the pish of St Peters in the Barbados,58,1,0
8Q1kahXfPT6yzTL5,of Barbados planter sendeth greeting in our Lord God Everlastinge Knowe yee,75,4,3
2A1FnBz1tHupjb3Q,in ye penall commes of two & thirty thousand pounds of good,59,2,0
TviLw2mCVDYq403b,and grant to and with the said John Barwicke his Executors,58,1,1
fh6vXk0uuGRB1lDC,George Standfast Edward Pye and Edward Chamberline doe,54,1,4
OG85kutgFZAIK9jS,"or Comission, and Severall powere and Authorityes",49,0,2
2V8r8Lwwk2GXUNpG,"trouble hinderance molesta""con vexa""con trouble or deniall of me the said Capt",78,4,3
9edWAijE0kWZ8pzY,assignes one sixteenth parte of the above said ship called the hopewell,71,3,3
JLmKe90iL983w3zw,thereunto belonging or any wayes appteyneing to her ye said,59,2,0
VfA8Rllc17Tz2PUR,two Sales bearing date and w^th these adults and all the mograge Land Chattles buildings,88,4,4
vYfu2mBX8SAnCC2J,and John George all the right tittell and interest w^ch I have or might have,76,4,3
DMkCJDyC8I0kpzaO,thousand six hundred sixty and eight and in,43,0,4
r02oKdpvZBVb3iHw,"M^:r Thomas Wright, one of the wittness to the w:^thin writteing p^rsonally",75,4,1
8wN1va4ksj9qPXiA,mencoed to haue and to hold to the Said Samuell,47,0,0
SPUs4Tds25E8DiqO,had been & Made party to the said Articles and his said -,57,1,1
3zMguIvuDs29L7by,and to condempne and out of prison to deliver and to compound,61,2,4
IHNOeqOr7r3sMGou,Whereas I Peter Hay Esqr have sould aliened enfeoffed & confirmed unto,70,3,4
BGlpNQVxVxqmSrqI,and the said Thomas Dowden for the consideration aforesd,56,1,3
oTdHbBKuJer5PA4E,by Capt John Swan and West by Capt Henry Guy Together with all houses edifice,77,4,4
T7GOPCBYhgj2qW0L,bought of John Hales Junior as by a bill of sale dated wth these prsents,72,3,0
2tqVGDygRZva0TWs,granted bargained and sold and by these presents,48,0,2
uipEGmSNbqN96FwE,"inconveniencyes, troubles, and incombrances, w^ch",49,0,2
k8Jx68hM2AhhxKsc,withstanding and we do hereby in case of such failer and non pformance makee,76,4,2
lz0SbzJ0IYZHFeH1,psents for him the said Thomas Hothersall his heires executors & administrs,75,4,3
s2iXzUdT53CJ09j2,and persons to whome the said Messuage and Land and other the,61,2,2
uxnp0dINUWimSpmP,to and with the said Philipp Chooke his Executors Adm:^rs and Assignes in,73,3,0
2AopDNk5l6orgapQ,to pforme the covents above menconed That is to say if W^m Bacon shall,70,3,3
cta9imAKmAZ04jBJ,absolutely give grt: bgaine & sell unto ye sd John & Rich^d Two acres,69,3,0
9LOWWZHYaqkxw9t5,Ediffices and building and of all and singuler other the,56,1,2
JDM5gqB6wLwgfPjb,Seale & as her Act & Deed Deliv^r the Deed hereunto annexed,59,2,3
GQcMz6lRsraAnbYA,all things therein contained~~~~~~~ I the said Edmund Cullen doe bind me,72,3,0
6kWodZ3gz78rUob6,Sell Enfeoffe confirm and by these presents doe fully and,57,1,1
WWAUg2dUnMjF1GHG,in cent it quinquagint melle libr bone et ouchanlabit ~,55,1,4
UqjctOv1FHWhpgsx,notwithStanding And allSo: the Said John Rous doth,50,0,1
V2I3IbflQXkvWzZi,Goodall and his heyres without the Lett Suite hindirance -,58,1,2
HhA9GETIUwfH0Rw7,assignes ye Just some of Tene thousand pounds of good -,55,1,0
FrXIHB1GMLzM3aHX,Lord Charles the Second by the grace of God of England,54,1,0
nH8ObsARI7iEwACV,Placon belonging or any ways appteyning to have & to hold ye sd placon & the -,78,4,2
VruDceE3Z999Cpo1,hands Receaved of and from Nicholas Rice,40,0,2
MCag8sQOPuxFa23o,did demise grant and to forme let unto the said Richard,55,1,1
OqCVfww1OZVpr2C6,ingagements or any other incomberances whatsoever,49,0,0
5QSbZqH67HzLRold,Tonn of Tunnage as afore said to the same to be received against,64,2,1
fUpjRJ2XxaEkwgEJ,wares merchandizes effects and other things to a considerable vallue wch,72,3,4
ffuyWOTIut9bkyV1,Cheife Governor of this and other the Carribee,46,0,3
AAUCVW2HAez5oYoW,this Indenture under this thirtieth Day of July in the,54,1,4
6uyPGvm01Ma1LgRC,"upon the Lands of John: Pearse Esq.^r , upon the Ca",51,1,0
8s1oFRDjMsjVQ2Z0,of of well cured Muscavado sugar to be delivered him or his Assignes in the,75,4,4
Kc1DJCluvcTxthv4,incumbrances whatsoever heretofore had made done,48,0,1
zQCYidSLC38V8wc0,in hand paid and Secured to be paid before the,46,0,3
IOxDWxCLb4oZUozO,Secretary did at the same time in the said Secretaryes,54,1,2
Yq1dCVQMbtOtIRf8,Robert Davers his heires and assignes by these p^rsent that the said Benjamine,78,4,2
P2QVXduX4SWC2b9m,other person or persons whatsoever lawfully clayming,52,1,2
lmHBUTrePa9aMvoG,Addison is for to ship as many goods as shall amount unto ye sd,63,2,2
CxQFISa58rg84b8S,"Edward Munday W^m Boote, Willm Philp Junior",43,0,0
A7edNqhc2VeCWxMO,A shedule or invoyce of the Negroes and horse in ye Bill of sale hereunto,73,3,4
sp2zWKo0KOcJMrgn,halfe of what Estate Soeuer the Said Arthur had in England holland,66,3,0
PzKYZmjAuDp3ViW7,confirmed by theis prsents doe give grt: bgaine & sell unto ye sd Owen,70,3,0
jRDeu8Vng8lXnq5v,"barrgained sold aliened enfeoffed & confirmed, and by theis pnts doe",68,3,3
VR9YIJM42zELiqaR,admistrs ~and~ or by or with his leave assent consent privity or p'curement,75,4,0
FT6Ce5fuMjeirNOL,South of Charles Easton Together with a man and two sowes withall the profitts benefitts and,92,4,4
kpDU9eaVcRRA3HE3,Lord God Everlastinge Knowe ye that I John Moseley of his Island planter,72,3,3
z73Vmy2diXxp3yGF,"hereby acknowledge and himselfe therewith fully Satisfyed,",58,1,0
iOGqwAEUNClpiZcd,Nov. 1668 of November in the year of our Lord One thousand six hundred Sixty,76,4,2
tmbcb8VpD1vX6pKW,office in Gold Smiths Hall London then this prsent obligacon,60,2,3
SPJhiXny2jrTlsNP,& diliver to the said James Carter & Demaris his wife,53,1,0
rXvkVgkwT397JBcB,of ffebruary last past for the consideration,44,0,1
yPkbfC06jLZ9uUhR,yearely and every yeare upon the first day of Aprill,52,1,0
obFSTrgCKK9PAurA,with the said Capt and Thomas Bright their heires exers,55,1,0
WdinJ0Uv7WQ64dpF,George Susack Tunner of the said Vessell Richard Yarslow one of the mates,73,3,1
QrldR5wwRPwUvWoR,of profitts & comodities upon the same by me,44,0,1
xZThV64P8tnr3s7j,and the said Joseph Gay for himselfe his heires Ex^rs and Adm^rs doth further,77,4,4
JHBUYcVNBRLiuX8o,therein Concerned for all wrongs priudices hindrance,52,1,3
97oKGKOJUAIUh24H,for and towards ye payment of fifteen hundred pounds of cotton to him due,73,3,0
BfxO9sCQpfPv3y0y,of lease granted without any lawfull lett or suite Trouble denial,65,2,2
Pjhws4deTpf6vnvd,contained and expressed in this present giante to ye Contrary,61,2,0
Eul9z9usVSOF9KYp,Willm: Cosser adjoyning and lyeing in ye parish of S^t Lucies bounding east upon Edward,87,4,0
h3qSpQ0BmETYZgSU,Benjamin Grace carpinter hath sold unto Alexander Nicholl and Richard Smith,75,4,1
htKQu1q2lCDbCaDc,to find pvide & allow to ye s^d Thomas Gardiner untill the aforesaid four,73,3,4
B8SjIneOUrOSPmTx,exonerated and discharged of and from all form.r bargaines & sales had made,75,4,3
dHlov1obK7FBBM8Z,At thirty days after sight of this my first bill of Exchange my,63,2,1
RMmejeBpD6PzgUHi,in ye penall some of Eight thousand Pounds of good sound & well condiconed,74,4,1
tx4t9ACne6R7nCe7,of the Respective moiety or halfe Part of and in the premises,61,2,0
kPNcKPRPz9Wv9YBg,To all Christian people to whom this psent writing shall come or any wise appteying of,86,4,3
964P0mmTC7ge8INv,sould to Edward Verman and soe to the seasyde Together withall profitts and,75,4,4
PHC1OR1kc81LyjIK,and effectually as the same belongeth unto mee the said Richard Gregorie,72,3,0
fsfyhrevbLpEFRWg,pay assigne and sett over unto the said Worthy as many bills due to be paid,75,4,2
h8AgBbJSGhXNE1ji,immoreables thereunto belonginge or anye wyse appertaininge unto,64,2,1
JySqF9qa4X4hM0jO,and negroes of and from the Severall Legatees the,49,0,4
QQQbOZQOqg2757I8,assigned over as he doth make or dayne depute constitute & assignes,67,3,2
OSYQZaQGaaTqO8wG,yeare of Our Lord God one thousand Six Hundred and sixty & & fiv,64,2,4
Up8ac2bW8HgGzYFc,priviledges pfitts benefitts & comodities unto ye sd Plantacon belonging,72,3,4
NJGgnIwJurj8TZsK,Gunning their heires and assignes forever all that plantacon where they now live,80,4,3
Ym4TxN8Eu760LQIb,and with Every of them that I the said David Delifer am at the,62,2,2
WpIvFoB9JbSegK5i,The condicon of this obligacon is such that if the above bound Xpofer,69,3,3
k2kNQku9HEPMYAXU,To all Xpian people to whome this presente writeinge shall come I Thomas,72,3,1
OOkbONklvlhlXX0o,Singular the premises with the Appurtenances and,48,0,2
n1l3vnF8UyUuDzMW,and agree to and w^th the said Robert Drye his heires Executors Adm^rs,70,3,1
P8HwYMKT1VzWqH7A,To all Xpian people to whome theis presents shall come me Jon Luchills,70,3,0
0lk8Uns6GCrKnMeB,ecutors administrators and assignes firmly by these,51,1,1
OuwKbsQ35zh4cdDM,Greeting Our Lord God evlastinge Know ye yt I John Morse aforesd,64,2,3
7BZjlemlbtSecskN,other pson or psons wtsoever yt shall instly lay any claime right,65,2,0
ju2U8QRISooEBXX5,according to the time and Contents there,40,0,3
ZEKHXEk64HFm0ZSe,their or every of their rights members priviledges and -,56,1,1
2mWELvGkL6gvI98O,hereof I have hereunto sell my hand and seale dated this,56,1,4
Tdug2Ir2mPNVbv1R,all the right tytle and interest w^ch I have in the twenty acres of land,72,3,1
tpGrZdOq4y40b8J8,to Peter Richmond or his assignes Witness my hand this 10th day of September 1641,81,4,1
WgVRi0DQ8lzCaGz2,war^t the sd Robert Renolds his Adm^rs & assignes from all maner,64,2,0
GpybFUz8xWITgCoK,To all christian people to whom this prsent writing shall come I Charles,72,3,3
N50J8aGUyuu2haHA,may be filed in the Sec^rys: office for the future Satt,55,1,2
6DHI4NkeqhIhcdDk,against him them or any of them or against any of them,54,1,2
o4tac263SYOVgGeT,then on the said fourth of this instant may and being ever ready at,67,3,2
b7A7jpiDUjoPEhCN,heires or assignes for ever with all profitts and comodities -,62,2,2
xWrgiflBCJJGAgbf,pcurement and for the true pformance hereof I the afores'd Richard Habbott doe binde me,87,4,1
QeV7TK1FhLMDuJg0,Knowe all men by these presents that I John Simpson of the Island of Barbados in,80,4,3
yFxcfTtBHpPhrzxa,By this publique Act and Instrumts of ptest be it knowne,56,1,1
nwVG0ld1hzYm1cfW,whereof I have hereunto sett my hand & seale this 11th of,57,1,4
bGUXJjt8dm0UxR2p,to be void otherwise to stand in full force & virtue,52,1,2
lGFgeDZh9ZBx3n9O,"other whatsoever thereon Standing, Lyeing and",45,0,1
esXaLJlfkFclphJM,deced the twenty day of July (1676) and the charges amounting in the whole to the,81,4,4
ObzTNx6ou067rS8f,summe of twentye thousand pounds of cotton -dated the 4^th May 1640,67,3,0
whOi8uoG5Pd3PYAm,hereof the Receipt where of hee the said John Toppin doth,57,1,3
v4V0jo5CDCiKBzRu,Terrell doe binde myselfe my heires exers admistrs and assignes in,66,3,1
ddLEG62Hkd9Gf2le,Town of St: Michaels aforesaid in the Island aforesaid,54,1,3
GmJt9luZoy6Z6O2t,M^r W^m Phelpes have taken the oath before me that they have made a,67,3,1
tY96oPJrWQu6cR9S,Plott of land is now in possession of the,41,0,2
0lw9A7sXGwIB6tFB,"in the Island afores:^d Planter, and Jartiew his",48,0,3
ndloBtg2ljsWE7qb,Bee ~ it knowne unto all men by theis prnts yt I Thomas,55,1,3
BSW4uJhCPNgQxUEJ,his writing as his act and deede Henry Harvey,45,0,3
JTuyMHsDGMBgYSh2,doe hereby convenant and agree to and with the said Philip and W^m their heires and assignes,92,4,2
9mx4CCCsfQtLcxEf,adm^rs of the pty deced and not to be hidged without his owne,61,2,0
ptuXstzPGsZ5p9Wl,Appearer or any one with him concerned for,42,0,0
kDa9U4UqGWlG6g3O,"and for ever Defend by these presents In Witness whereof,",57,1,3
iyP13zd4RJ63A8LB,peceably and quietly have hold possesse and enjoy th,52,1,2
0x7CLKlC5bF8QKw4,& layd out for the manadging of the sd land now or wch hereafter shall,70,3,1
tdtUA4VWyJj8hjfv,to warrant & defend the sd Twelve acres of land & evy pte &pcell,64,2,4
Yy1NKXy9jbHmOrFK,"hand seale the 24"" day of May Ano Dm 1643 in the psence of",58,1,2
Kz5iJqbDZBRPQLZv,and noe bills of Exchange sent ^ for England as aforesaid then and in such case the,83,4,4
yaIYUvtI18f8236J,hold occupy possess & enjoy ye above bgained primsses & every pt,64,2,1
ZmicBfRBm0Oj1Mqu,witness whereof I have hereunto sett my hand and seale this two and twentieth day of,84,4,1
H7hBCkmIzBvQAc7z,"Shall Erect upon the plantacon as aforesaid, Shall be appra",59,2,2
18fCCrK19SfhXEBC,To all Christian people to whome these p^rsent shall,52,1,2
UkcAGg0uuJOmNn7I,& by their pnts granting unto his sd attorney full power Comission & Lawful,75,4,2
GEondblFO0ypTiZD,"being hereunto had more fully appeareth, Now",44,0,0
ZyrsKODZ6sEaTdai,Sugar is to be recovered against him or any one with him concerned,66,3,2
zOYUxc4wvhKgQ0VZ,hereby given granted bargained ~ and sould aliened,50,0,2
nWx0gk0IqY3Jny2M,"or any other claimes or incumbrances whatsoever,",48,0,3
Ju8y4IxbU9BWyr9G,do Save harmless and indemnify the Said Richard Downe,53,1,3
fmUhGrx6AbvN91No,ye Church land west upon ye plantation of Phillipp,50,0,2
SRrsPVIZrAm2elis,pounds of cotton bee fully and compleately satisfied according to the true intent,81,4,1
qsATscp6vbC72AM7,James Caust. present and witnesses to ye sealing,48,0,2
uqRuAzZCBzq6drFU,Inter 13^0 die To all Xpian people to whome theis prsents shall come wee,72,3,0
LVSjwPTLdYBSZFDh,"from the true and Lawfull right and possion, of all and every the",65,2,0
1xbuBYyuJJVmZnNG,and serve the aforesaid plantacon free from all former bargaines grantes,72,3,3
Gk4RVw5UbHuvLlvY,with all the said Negroes in the said list specified vnto the said Richard Barrett,82,4,4
VcHSghViBX2b8c8m,be in the yeare of Our Lord God one Thousand Six hundred forty Eight,68,3,3
mDcut1Oit1ufRONd,Skinner for the full time of four years from ye day of her,58,1,0
kPAzLmp1weo98ri5,Esqr. in hand paid and satisfied of and from all which I doe by these ~,71,3,4
txyZ63mYz3ENGGRZ,yeare one thousand Six hundred & Ninety and Six one,51,1,1
WVTqEoaOJblHk8gn,utensills and Implements More perticullerly,43,0,1
UQdAdYYp7KH2edCK,administrs and assignes and for every of them,45,0,0
k1Iz3TosZk6xvAnJ,23^o die July To all Christian people to whome these presents shall come,72,3,3
vAV1au3Dfi1gMHJX,oweing comeing or belonginge all such manner of dues debts or demands,69,3,2
yDtDsyJMEeviTEmj,claymeinge or pretendinge to have any interest thereunto In witness whereof,75,4,3
C5akFGsEmttD1KYm,All And all manner of any other fformer gifts,45,0,4
GDAdNAC8oCkxcdKp,"bargained Sold, aliened enfeoffed & Confirmed, And",50,0,1
uW1HmbRaOUpoS4wt,bound Tho Richold & Tho Doughtie their sevall heires exrs and assignes or either of,83,4,0
Qkew66HYhHK6FUaR,hold stuffe & all other the aforesd prmisses wth the appurtenances,66,3,3
gxa2gi146XRXUo6v,Woolfe his heyres and Assignes from the six a,45,0,2
k2lhljsl9WZCB94E,of money goods wares merchandizes effects debts dues and demands as,67,3,3
R6HfPQBGxbxtl8nv,Symon of the Island aforesaid planters their excers or assignes according to the tenor and,90,4,2
NtrVjAYSfIr20vun,or by reason of the said Tempest and Storme,43,0,3
4B4Tehj47iYmmIyS,services of two men all swine & ffowles one Iron pott and skellett one chest,76,4,4
bTSw8KKjK8m1Z4FI,W^m Jarris and Capt Edmund Read or one of them their exers admistrs or assignes shall,85,4,0
QtaVFLNiZRVfy4rw,of them I farther for my Selfe or any other parson or persons whatsoever,72,3,2
ppPtLf6Se3thvkbI,twenty five acres or thereabouts and bounded with the land of Lieut Wm Pead &,77,4,2
AzGee4nn9NEm7BCb,Lord God Everlasting Know ye that I John Smith aforesd for,58,1,0
G7WoVUJi8mFdQVIr,"Sold, aliened, infeoffed and, Confirmed,",40,0,0
gLJpzK5eYuCnRDBX,Island Merchant for diverse good causes and more especially,59,2,1
aSv0h3BSiEeoyfUZ,Knowe all men by these pnts that I Shymon Broughton of this Island of Barbados planter,86,4,1
PFgjIXBnNPg6CTqg,said Allexander Mullins his heirs Executors administrators or assignes for ever,79,4,1
zWnpQsPPRVkFkbm3,or factors and all others therin concerned for all wrongs preducies,67,3,4
NEgQ2WPxx6RCNmkX,and release ye said Margarett Harrison her heires,49,0,3
Fru1svJKiK2FYv5R,assignes for ever without the lett trouble eviccon expulsion or interruption of me the,86,4,4
8Vj3aw5va4nWnadb,whereof I have hereunto set my hand & seale this Twentie & eight,64,2,2
Wuo90X5U6WqtyUc4,other pte Witnesseth that the aforesd Major Fortesque for & in ~,64,2,2
MPLhZwrZY1dZlRDn,God of England Scotland France and Ireland Kinge,48,0,1
KWroX7LP6rrZgdYT,enfeoffe bargaine assigne sell and sett over -,46,0,4
0Z68C7q1B4zB0jfw,& confirm & by these pnts do give grant bargain alien sell enfeoffe,67,3,1
1r1HsYsEMpBUYQwA,writeing shall come Capt: Humphery Waterman of this -,53,1,0
hyCu2yCDcclJQ3Xt,doe give grant bargaine and sell unto the Capt James Fulter all that plantacon,78,4,2
VTISw0JTAOeUHHGf,& Company to pay unto ye sd Mr Peter Kinge or his,49,0,1
LJ1X9U8YCkrZOuJf,in maner and fforme as heareafter particularly on each of thei,62,2,0
h945WWsACupQBhlD,east upon tenne acres w^ch the said Abraham Studd reserve for his brother,73,3,1
vVaj1wCJFcRV0ZMc,them and every of them with theire and eve,42,0,0
GViYjblidreaAs5K,whatsoever in the name and the way of possession o,50,0,0
MBfj9Lon0ieWmrKw,hill two have and to hold the said land to him the,50,0,1
Juja4QeoXylzQdGY,thereon now being or that shall be thereon built dureing the sayde,66,3,2
BdQlRbOM6mfoE6JI,and either of their and their heires the said platation or parcell of Lan,73,3,2
qxxJJ7ZqwbAhw3R9,Wood and purchasee from all manner of clayme title and interest wch I now have or,81,4,3
hYoADSs2yfBgB0au,"in hand sec:uid have given granted, bargain:^d",46,0,1
SROatAQgQHrNMSiA,and assignes untill the full end and terme of fourescore and nyneteene yeares to be,83,4,2
KbuUYQ8wcMwE6KjG,Monday to-- now is ouer England Scotland & ffrance & Ireland,60,2,3
KFflEKofOcIj4ykP,and void to all Intents and purposses in,40,0,4
wfnyGrcus1gTyQvk,Richard Clough or his Assignes five pound,41,0,4
QyExylDxWqvR0qao,published And from and Imediately after the Expira,50,0,1
IFTKtE0bxvRhALtY,in my behalfe Alsoe to sell Carter and dispose of my said goods Either for cotton tobacco,89,4,1
z0QbEkIoiVzYZ2Is,prmisses wth the apptnes unto ye sd Nath : Ling his heires Exrs Admrs & ass freely,82,4,1
GNSWseeItON6g9oP,excepted untill such tyme the aforesaid twentie one thousand pounds,67,3,0
cklXe5xX08t40pNc,done by the said Richard Seawell his Executors administrators or,64,2,4
xG4FDgZUEW1u6nxu,Radford and Aurthur Hackett and foure thousand pounds of cotton to be paid by the first,87,4,2
1Zs6KlbsKMnbT9As,and Imadiatly after her Decease then to the Only use,52,1,3
hYRAqHUaC812iOCO,alien infeoffe & confirme unto Howell Williams & Richard Meere of Barbados,74,4,1
GAg3RfvBZ4R1YXWk,These presents the receipt whereof the said Jane: Henry,55,1,3
hLiEFJJUWvhNZcY1,thirteenth day of September in ye yeare of our Lord one thousand sixe,69,3,1
kY87HT8iCX75AFEY,to me in hand allready paid have bargained,42,0,0
G8d6QxzjT2Bxyxas,Purdey to pay all his dues and duties dureing the send terme of tyme to church,78,4,0
gkYlJzGvQkIMC7w5,& Jo^n Grannte Deft Capt Woodhouse was in peaceable possession of his plantacon,79,4,3
iU8taeqTJQtn7UNM,freely and absolutely give grante bargaine aliene sell enfeoffe assigne,71,3,1
kgTfIMAQHs5skPsy,at this Island of Barbados on the sixth day of December last past,65,2,4
17MomXxIoWG0tmR1,Tho : Hothersall & Captn: John Higinbotham to Impawell a,56,1,4
VFwAvCFLKZ2dyhG5,of Land together with the Said thirty men and,45,0,3
bKBlwI3HRwCBTBMq,for the compleetion abovesaid doe covenant promise agree acknowledge,68,3,1
